dataset_id,keyframe_id,frame_id,left_path,right_path,depth_float32_path,disparity_float32_path,valid_mask_path,calibration_path,valid_pixel_ratio,depth_median_mm,depth_p95_mm,disp_median_px,disp_p95_px,notes
dataset_1,keyframe_1,100,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Left_rectified/frame_000100.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Right_rectified/frame_000100.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/DepthL_float32/frame_000100.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/Disparity_float32/frame_000100.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/ValidMask/frame_000100.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Rectified_calibration/frame_000100.json,0.5589004516601562,72.2570571899414,91.25749206542969,64.24586486816406,71.30034637451172,
dataset_1,keyframe_1,110,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Left_rectified/frame_000110.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Right_rectified/frame_000110.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/DepthL_float32/frame_000110.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/Disparity_float32/frame_000110.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/ValidMask/frame_000110.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Rectified_calibration/frame_000110.json,0.5477371215820312,73.04788208007812,91.69584655761719,63.55033493041992,70.13633728027344,
dataset_1,keyframe_1,120,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Left_rectified/frame_000120.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Right_rectified/frame_000120.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/DepthL_float32/frame_000120.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/Disparity_float32/frame_000120.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/ValidMask/frame_000120.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Rectified_calibration/frame_000120.json,0.5331108093261718,74.71602630615234,93.4638900756836,62.1314811706543,68.38919067382812,
dataset_1,keyframe_1,130,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Left_rectified/frame_000130.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Right_rectified/frame_000130.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/DepthL_float32/frame_000130.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/Disparity_float32/frame_000130.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/ValidMask/frame_000130.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Rectified_calibration/frame_000130.json,0.5287528991699219,75.52838897705078,94.7663345336914,61.46321105957031,67.7535171508789,
dataset_1,keyframe_1,140,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Left_rectified/frame_000140.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Right_rectified/frame_000140.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/DepthL_float32/frame_000140.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/Disparity_float32/frame_000140.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/ValidMask/frame_000140.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Rectified_calibration/frame_000140.json,0.5452163696289063,73.18663024902344,91.85935974121094,63.42985153198242,69.97628784179688,
dataset_1,keyframe_1,150,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Left_rectified/frame_000150.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Right_rectified/frame_000150.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/DepthL_float32/frame_000150.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/Disparity_float32/frame_000150.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/ValidMask/frame_000150.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Rectified_calibration/frame_000150.json,0.5480697631835938,72.66691589355469,91.40373992919922,63.883506774902344,70.53782653808594,
dataset_1,keyframe_1,160,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Left_rectified/frame_000160.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Right_rectified/frame_000160.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/DepthL_float32/frame_000160.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/Disparity_float32/frame_000160.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/ValidMask/frame_000160.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Rectified_calibration/frame_000160.json,0.5410369873046875,72.62222290039062,90.27798461914062,63.922821044921875,70.02713012695312,
dataset_1,keyframe_1,170,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Left_rectified/frame_000170.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Right_rectified/frame_000170.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/DepthL_float32/frame_000170.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/Disparity_float32/frame_000170.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/ValidMask/frame_000170.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Rectified_calibration/frame_000170.json,0.5231582641601562,73.46312713623047,90.05451965332031,63.19112014770508,68.82870483398438,
dataset_1,keyframe_1,180,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Left_rectified/frame_000180.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Right_rectified/frame_000180.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/DepthL_float32/frame_000180.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/Disparity_float32/frame_000180.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/ValidMask/frame_000180.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Rectified_calibration/frame_000180.json,0.5019828796386718,75.03935241699219,90.01280212402344,61.86376953125,67.19943237304688,
dataset_1,keyframe_1,190,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Left_rectified/frame_000190.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Right_rectified/frame_000190.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/DepthL_float32/frame_000190.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/Disparity_float32/frame_000190.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Reference_SCARED_Warped/ValidMask/frame_000190.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_1/Rectified_calibration/frame_000190.json,0.4973419189453125,76.52758026123047,91.5709228515625,60.660709381103516,65.93000030517578,
dataset_1,keyframe_2,0,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Left_rectified/frame_000000.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Right_rectified/frame_000000.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000000.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000000.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000000.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Rectified_calibration/frame_000000.json,0.8044136047363282,76.25582122802734,89.0215072631836,60.87689208984375,66.34139251708984,
dataset_1,keyframe_2,10,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Left_rectified/frame_000010.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Right_rectified/frame_000010.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000010.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000010.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000010.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Rectified_calibration/frame_000010.json,0.7325004577636719,76.11255645751953,90.77424621582031,60.991477966308594,66.83594512939453,
dataset_1,keyframe_2,20,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Left_rectified/frame_000020.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Right_rectified/frame_000020.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000020.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000020.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000020.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Rectified_calibration/frame_000020.json,0.6837608337402343,76.1603012084961,91.8697509765625,60.953243255615234,67.00300598144531,
dataset_1,keyframe_2,30,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Left_rectified/frame_000030.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Right_rectified/frame_000030.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000030.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000030.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000030.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Rectified_calibration/frame_000030.json,0.6427520751953125,77.09907531738281,94.28506469726562,60.2110595703125,66.67236328125,
dataset_1,keyframe_2,40,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Left_rectified/frame_000040.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Right_rectified/frame_000040.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000040.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000040.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000040.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Rectified_calibration/frame_000040.json,0.6319656372070312,75.43887329101562,92.97310638427734,61.53614044189453,68.49012756347656,
dataset_1,keyframe_2,50,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Left_rectified/frame_000050.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Right_rectified/frame_000050.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000050.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000050.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000050.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Rectified_calibration/frame_000050.json,0.6101318359375,75.64265441894531,93.69508361816406,61.37036895751953,68.58600616455078,
dataset_1,keyframe_2,60,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Left_rectified/frame_000060.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Right_rectified/frame_000060.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000060.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000060.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000060.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Rectified_calibration/frame_000060.json,0.5921875,76.312255859375,94.67648315429688,60.831871032714844,68.02872467041016,
dataset_1,keyframe_2,70,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Left_rectified/frame_000070.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Right_rectified/frame_000070.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000070.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000070.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000070.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Rectified_calibration/frame_000070.json,0.581817626953125,77.08955383300781,95.66314697265625,60.218502044677734,67.28886413574219,
dataset_1,keyframe_2,80,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Left_rectified/frame_000080.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Right_rectified/frame_000080.png,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/DepthL_float32/frame_000080.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/Disparity_float32/frame_000080.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Reference_SCARED_Warped/ValidMask/frame_000080.npy,stereo/Fast-FoundationStereo/data/surgical_stereo/scared_warped/dataset_1/keyframe_2/Rectified_calibration/frame_000080.json,0.5747627258300781,77.60713195800781,96.49844360351562,59.816890716552734,66.71285247802734,
