flow_model_for_warp,backbone,sequence_id,current_frame,coverage_threshold,k,method,selected_ages,weights,epe_raw_common_cache_px,epe_candidate_common_cache_px,memory_epe_cache_px,common_valid_count,common_valid_ratio,epe_raw_native_px,epe_memory_native_px,native_valid_count,native_valid_ratio,improves_over_raw,clean_pixel_degradation_ratio,oracle_best_memory_per_pixel_epe,oracle_raw_or_memory_per_pixel_epe,oracle_best_memory_per_region_epe,oracle_gain_over_raw,notes
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.5,1,ppmstereo_original_score_topk,1,1.0000,2.627869129180908,2.6401031017303467,2.6401031017303467,16075,0.6201774691358025,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,2.621464252471924,2.6081998348236084,2.6370034217834473,0.019669294357299805,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.9,1,ppmstereo_original_score_topk,1,1.0000,0.4873952865600586,0.5049254298210144,0.5049254298210144,97,0.003742283950617284,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,0.49153387546539307,0.47471916675567627,0.49947285652160645,0.012676119804382324,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.05,1,ppmstereo_original_modulated_diag,1,1.0000,3.974390745162964,3.9910624027252197,3.9910624027252197,21547,0.8312885802469135,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,3.9714410305023193,3.953808069229126,3.989412784576416,0.02058267593383789,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.25,1,ppmstereo_original_modulated_diag,1,1.0000,3.515988826751709,3.5308380126953125,3.5308380126953125,20058,0.7738425925925926,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,3.5117321014404297,3.495789051055908,3.527892589569092,0.02019977569580078,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.5,1,ppmstereo_original_modulated_diag,1,1.0000,2.627869129180908,2.6401031017303467,2.6401031017303467,16075,0.6201774691358025,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,2.621464252471924,2.6081998348236084,2.6370034217834473,0.019669294357299805,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.9,1,ppmstereo_original_modulated_diag,1,1.0000,0.4873952865600586,0.5049254298210144,0.5049254298210144,97,0.003742283950617284,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,0.49153387546539307,0.47471916675567627,0.49947285652160645,0.012676119804382324,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.05,1,cleanroom_exported_topk,1,0.2631,3.974390745162964,3.9910624027252197,3.9910624027252197,21547,0.8312885802469135,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,3.9714410305023193,3.953808069229126,3.989412784576416,0.02058267593383789,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.25,1,cleanroom_exported_topk,1,0.2631,3.515988826751709,3.5308375358581543,3.5308375358581543,20058,0.7738425925925926,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,3.5117321014404297,3.495789051055908,3.527892589569092,0.02019977569580078,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.5,1,cleanroom_exported_topk,1,0.2631,2.627869129180908,2.6401031017303467,2.6401031017303467,16075,0.6201774691358025,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,2.621464252471924,2.6081998348236084,2.6370034217834473,0.019669294357299805,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.9,1,cleanroom_exported_topk,1,0.2631,0.4873952865600586,0.5049254298210144,0.5049254298210144,97,0.003742283950617284,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,0.49153387546539307,0.47471916675567627,0.49947285652160645,0.012676119804382324,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.05,3,t_minus_1_only,1,1.0000,3.974390745162964,3.9910624027252197,3.9910624027252197,21547,0.8312885802469135,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,3.9714410305023193,3.953808069229126,3.989412784576416,0.02058267593383789,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.25,3,t_minus_1_only,1,1.0000,3.515988826751709,3.5308380126953125,3.5308380126953125,20058,0.7738425925925926,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,3.5117321014404297,3.495789051055908,3.527892589569092,0.02019977569580078,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.5,3,t_minus_1_only,1,1.0000,2.627869129180908,2.6401031017303467,2.6401031017303467,16075,0.6201774691358025,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,2.621464252471924,2.6081998348236084,2.6370034217834473,0.019669294357299805,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.9,3,t_minus_1_only,1,1.0000,0.4873952865600586,0.5049254298210144,0.5049254298210144,97,0.003742283950617284,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,0.49153387546539307,0.47471916675567627,0.49947285652160645,0.012676119804382324,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.05,3,uniform_all,1;2;4;8;16,0.2000;0.2000;0.2000;0.2000;0.2000,3.974390745162964,4.113664150238037,4.113664150238037,21547,0.8312885802469135,1.2162922620773315,1.4550669193267822,630184,0.480792236328125,False,0.0,3.9714410305023193,3.953808069229126,3.989412784576416,0.02058267593383789,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.25,3,uniform_all,1;2;4;8;16,0.2000;0.2000;0.2000;0.2000;0.2000,3.515988826751709,3.6443991661071777,3.6443991661071777,20058,0.7738425925925926,1.2162922620773315,1.4550669193267822,630184,0.480792236328125,False,0.0,3.5117321014404297,3.495789051055908,3.527892589569092,0.02019977569580078,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.5,3,uniform_all,1;2;4;8;16,0.2000;0.2000;0.2000;0.2000;0.2000,2.627869129180908,2.726412057876587,2.726412057876587,16075,0.6201774691358025,1.2162922620773315,1.4550669193267822,630184,0.480792236328125,False,0.0,2.621464252471924,2.6081998348236084,2.6370034217834473,0.019669294357299805,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.9,3,uniform_all,1;2;4;8;16,0.2000;0.2000;0.2000;0.2000;0.2000,0.4873952865600586,0.5830230712890625,0.5830230712890625,97,0.003742283950617284,1.2162922620773315,1.4550669193267822,630184,0.480792236328125,False,0.0,0.49153387546539307,0.47471916675567627,0.49947285652160645,0.012676119804382324,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.05,3,ppmstereo_original_score_topk,1;2;4,0.3333;0.3333;0.3333,3.974390745162964,4.008093357086182,4.008093357086182,21547,0.8312885802469135,1.2162922620773315,1.2861253023147583,630184,0.480792236328125,False,0.0,3.9714410305023193,3.953808069229126,3.989412784576416,0.02058267593383789,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.25,3,ppmstereo_original_score_topk,1;2;4,0.3333;0.3333;0.3333,3.515988826751709,3.5465149879455566,3.5465149879455566,20058,0.7738425925925926,1.2162922620773315,1.2861253023147583,630184,0.480792236328125,False,0.0,3.5117321014404297,3.495789051055908,3.527892589569092,0.02019977569580078,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.5,3,ppmstereo_original_score_topk,1;2;4,0.3333;0.3333;0.3333,2.627869129180908,2.6513116359710693,2.6513116359710693,16075,0.6201774691358025,1.2162922620773315,1.2861253023147583,630184,0.480792236328125,False,0.0,2.621464252471924,2.6081998348236084,2.6370034217834473,0.019669294357299805,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.9,3,ppmstereo_original_score_topk,1;2;4,0.3333;0.3333;0.3333,0.4873952865600586,0.5162896513938904,0.5162896513938904,97,0.003742283950617284,1.2162922620773315,1.2861253023147583,630184,0.480792236328125,False,0.0,0.49153387546539307,0.47471916675567627,0.49947285652160645,0.012676119804382324,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.05,3,ppmstereo_original_modulated_diag,1;2;4,0.3357;0.3343;0.3299,3.974390745162964,4.007962226867676,4.007962226867676,21547,0.8312885802469135,1.2162922620773315,1.285819172859192,630184,0.480792236328125,False,0.0,3.9714410305023193,3.953808069229126,3.989412784576416,0.02058267593383789,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.25,3,ppmstereo_original_modulated_diag,1;2;4,0.3357;0.3343;0.3299,3.515988826751709,3.5463948249816895,3.5463948249816895,20058,0.7738425925925926,1.2162922620773315,1.285819172859192,630184,0.480792236328125,False,0.0,3.5117321014404297,3.495789051055908,3.527892589569092,0.02019977569580078,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.5,3,ppmstereo_original_modulated_diag,1;2;4,0.3357;0.3343;0.3299,2.627869129180908,2.6512298583984375,2.6512298583984375,16075,0.6201774691358025,1.2162922620773315,1.285819172859192,630184,0.480792236328125,False,0.0,2.621464252471924,2.6081998348236084,2.6370034217834473,0.019669294357299805,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.9,3,ppmstereo_original_modulated_diag,1;2;4,0.3357;0.3343;0.3299,0.4873952865600586,0.5162385106086731,0.5162385106086731,97,0.003742283950617284,1.2162922620773315,1.285819172859192,630184,0.480792236328125,False,0.0,0.49153387546539307,0.47471916675567627,0.49947285652160645,0.012676119804382324,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.05,3,cleanroom_exported_topk,1;2;4,0.2631;0.2490;0.2196,3.974390745162964,4.006779670715332,4.006779670715332,21547,0.8312885802469135,1.2162922620773315,1.283133864402771,630184,0.480792236328125,False,0.0,3.9714410305023193,3.953808069229126,3.989412784576416,0.02058267593383789,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.25,3,cleanroom_exported_topk,1;2;4,0.2631;0.2490;0.2196,3.515988826751709,3.5453126430511475,3.5453126430511475,20058,0.7738425925925926,1.2162922620773315,1.283133864402771,630184,0.480792236328125,False,0.0,3.5117321014404297,3.495789051055908,3.527892589569092,0.02019977569580078,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.5,3,cleanroom_exported_topk,1;2;4,0.2631;0.2490;0.2196,2.627869129180908,2.6504921913146973,2.6504921913146973,16075,0.6201774691358025,1.2162922620773315,1.283133864402771,630184,0.480792236328125,False,0.0,2.621464252471924,2.6081998348236084,2.6370034217834473,0.019669294357299805,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.9,3,cleanroom_exported_topk,1;2;4,0.2631;0.2490;0.2196,0.4873952865600586,0.5157496929168701,0.5157496929168701,97,0.003742283950617284,1.2162922620773315,1.283133864402771,630184,0.480792236328125,False,0.0,0.49153387546539307,0.47471916675567627,0.49947285652160645,0.012676119804382324,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.05,5,t_minus_1_only,1,1.0000,3.974390745162964,3.9910624027252197,3.9910624027252197,21547,0.8312885802469135,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,3.9714410305023193,3.953808069229126,3.989412784576416,0.02058267593383789,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.25,5,t_minus_1_only,1,1.0000,3.515988826751709,3.5308380126953125,3.5308380126953125,20058,0.7738425925925926,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,3.5117321014404297,3.495789051055908,3.527892589569092,0.02019977569580078,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.5,5,t_minus_1_only,1,1.0000,2.627869129180908,2.6401031017303467,2.6401031017303467,16075,0.6201774691358025,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,2.621464252471924,2.6081998348236084,2.6370034217834473,0.019669294357299805,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.9,5,t_minus_1_only,1,1.0000,0.4873952865600586,0.5049254298210144,0.5049254298210144,97,0.003742283950617284,1.2162922620773315,1.2634624242782593,630184,0.480792236328125,False,0.0,0.49153387546539307,0.47471916675567627,0.49947285652160645,0.012676119804382324,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.05,5,uniform_all,1;2;4;8;16,0.2000;0.2000;0.2000;0.2000;0.2000,3.974390745162964,4.113664150238037,4.113664150238037,21547,0.8312885802469135,1.2162922620773315,1.4550669193267822,630184,0.480792236328125,False,0.0,3.9714410305023193,3.953808069229126,3.989412784576416,0.02058267593383789,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.25,5,uniform_all,1;2;4;8;16,0.2000;0.2000;0.2000;0.2000;0.2000,3.515988826751709,3.6443991661071777,3.6443991661071777,20058,0.7738425925925926,1.2162922620773315,1.4550669193267822,630184,0.480792236328125,False,0.0,3.5117321014404297,3.495789051055908,3.527892589569092,0.02019977569580078,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.5,5,uniform_all,1;2;4;8;16,0.2000;0.2000;0.2000;0.2000;0.2000,2.627869129180908,2.726412057876587,2.726412057876587,16075,0.6201774691358025,1.2162922620773315,1.4550669193267822,630184,0.480792236328125,False,0.0,2.621464252471924,2.6081998348236084,2.6370034217834473,0.019669294357299805,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.9,5,uniform_all,1;2;4;8;16,0.2000;0.2000;0.2000;0.2000;0.2000,0.4873952865600586,0.5830230712890625,0.5830230712890625,97,0.003742283950617284,1.2162922620773315,1.4550669193267822,630184,0.480792236328125,False,0.0,0.49153387546539307,0.47471916675567627,0.49947285652160645,0.012676119804382324,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.05,5,ppmstereo_original_score_topk,1;2;4;8;16,0.2000;0.2000;0.2000;0.2000;0.2000,3.974390745162964,4.113664150238037,4.113664150238037,21547,0.8312885802469135,1.2162922620773315,1.4550669193267822,630184,0.480792236328125,False,0.0,3.9714410305023193,3.953808069229126,3.989412784576416,0.02058267593383789,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.25,5,ppmstereo_original_score_topk,1;2;4;8;16,0.2000;0.2000;0.2000;0.2000;0.2000,3.515988826751709,3.6443991661071777,3.6443991661071777,20058,0.7738425925925926,1.2162922620773315,1.4550669193267822,630184,0.480792236328125,False,0.0,3.5117321014404297,3.495789051055908,3.527892589569092,0.02019977569580078,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.5,5,ppmstereo_original_score_topk,1;2;4;8;16,0.2000;0.2000;0.2000;0.2000;0.2000,2.627869129180908,2.726412057876587,2.726412057876587,16075,0.6201774691358025,1.2162922620773315,1.4550669193267822,630184,0.480792236328125,False,0.0,2.621464252471924,2.6081998348236084,2.6370034217834473,0.019669294357299805,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.9,5,ppmstereo_original_score_topk,1;2;4;8;16,0.2000;0.2000;0.2000;0.2000;0.2000,0.4873952865600586,0.5830230712890625,0.5830230712890625,97,0.003742283950617284,1.2162922620773315,1.4550669193267822,630184,0.480792236328125,False,0.0,0.49153387546539307,0.47471916675567627,0.49947285652160645,0.012676119804382324,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.05,5,ppmstereo_original_modulated_diag,1;2;4;8;16,0.2073;0.2065;0.2038;0.1936;0.1888,3.974390745162964,4.10869026184082,4.10869026184082,21547,0.8312885802469135,1.2162922620773315,1.443017601966858,630184,0.480792236328125,False,0.0,3.9714410305023193,3.953808069229126,3.989412784576416,0.02058267593383789,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.25,5,ppmstereo_original_modulated_diag,1;2;4;8;16,0.2073;0.2065;0.2038;0.1936;0.1888,3.515988826751709,3.639788866043091,3.639788866043091,20058,0.7738425925925926,1.2162922620773315,1.443017601966858,630184,0.480792236328125,False,0.0,3.5117321014404297,3.495789051055908,3.527892589569092,0.02019977569580078,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.5,5,ppmstereo_original_modulated_diag,1;2;4;8;16,0.2073;0.2065;0.2038;0.1936;0.1888,2.627869129180908,2.7228875160217285,2.7228875160217285,16075,0.6201774691358025,1.2162922620773315,1.443017601966858,630184,0.480792236328125,False,0.0,2.621464252471924,2.6081998348236084,2.6370034217834473,0.019669294357299805,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.9,5,ppmstereo_original_modulated_diag,1;2;4;8;16,0.2073;0.2065;0.2038;0.1936;0.1888,0.4873952865600586,0.5798908472061157,0.5798908472061157,97,0.003742283950617284,1.2162922620773315,1.443017601966858,630184,0.480792236328125,False,0.0,0.49153387546539307,0.47471916675567627,0.49947285652160645,0.012676119804382324,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.05,5,cleanroom_exported_topk,1;2;4;8;16,0.2631;0.2490;0.2196;0.1634;0.1049,3.974390745162964,4.074819564819336,4.074819564819336,21547,0.8312885802469135,1.2162922620773315,1.37126886844635,630184,0.480792236328125,False,0.0,3.9714410305023193,3.953808069229126,3.989412784576416,0.02058267593383789,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.25,5,cleanroom_exported_topk,1;2;4;8;16,0.2631;0.2490;0.2196;0.1634;0.1049,3.515988826751709,3.608398914337158,3.608398914337158,20058,0.7738425925925926,1.2162922620773315,1.37126886844635,630184,0.480792236328125,False,0.0,3.5117321014404297,3.495789051055908,3.527892589569092,0.02019977569580078,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
SEA-RAFT,S2M2-S,dataset_3_keyframe_1,000033,0.5,5,cleanroom_exported_topk,1;2;4;8;16,0.2631;0.2490;0.2196;0.1634;0.1049,2.627869129180908,2.698923110961914,2.698923110961914,16075,0.6201774691358025,1.2162922620773315,1.37126886844635,630184,0.480792236328125,False,0.0,2.621464252471924,2.6081998348236084,2.6370034217834473,0.019669294357299805,PPMStereo scoring/top-k math evaluated with a deterministic untrained ARGOS feature adapter; full flash_attn readout not isolated
