sequence_id,frame_id,frame_index,previous_frame_id,next_frame_id,target_path,frame_offset,target_h,target_w,valid_ratio_lowres,valid_pixels_lowres,raw_disp_mae_lowres,raw_bad_1px_lowres,raw_bad_3px_lowres,delta_mean,delta_abs_mean,delta_abs_p95,runtime_ms,shard_size_bytes
dataset_1_keyframe_1,000021,21,000020,000022,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,21,256,320,0.9134521484375,74830,0.9014962911605835,35.12227716156622,1.4846986502739543,-0.6260427832603455,0.9014962911605835,2.1875,57.499174028635025,33923325
dataset_1_keyframe_1,000022,22,000021,000023,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,22,256,320,0.91002197265625,74549,0.88381427526474,34.26337040067607,1.0476331003769332,-0.632914662361145,0.88381427526474,2.125,57.654676027596,33923325
dataset_1_keyframe_1,000023,23,000022,000024,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,23,256,320,0.9075439453125,74346,0.9388408660888672,38.058537110268205,1.292604847604444,-0.7107746005058289,0.9388408660888672,2.1875,57.73431481793523,33923325
dataset_1_keyframe_1,000024,24,000023,000025,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,24,256,320,0.90203857421875,73895,1.0296781063079834,44.96244671493335,1.1949387644630893,-0.8361365795135498,1.0296781063079834,2.25,57.77480499818921,33923325
dataset_1_keyframe_1,000025,25,000024,000026,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,25,256,320,0.8975830078125,73530,1.1597150564193726,52.4031007751938,2.1256629946960426,-0.9852989315986633,1.1597150564193726,2.5,57.33172409236431,33923325
dataset_1_keyframe_1,000026,26,000025,000027,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,26,256,320,0.8950927734375,73326,1.2193163633346558,56.01969287837875,2.4193328423751463,-1.029056429862976,1.2193163633346558,2.5625,57.67079000361264,33923325
dataset_1_keyframe_1,000027,27,000026,000028,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,27,256,320,0.8911376953125,73002,1.1761976480484009,53.29443028958111,2.3917152954713568,-0.9935468435287476,1.1761976480484009,2.5625,57.72384908050299,33923325
dataset_1_keyframe_1,000028,28,000027,000029,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,28,256,320,0.88458251953125,72465,1.148818850517273,53.55550955633754,1.8408887048920168,-0.9828249216079712,1.148818850517273,2.4375,57.88270593620837,33923325
dataset_1_keyframe_1,000029,29,000028,000030,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,29,256,320,0.87998046875,72088,1.0762081146240234,49.166296748418596,1.520363999556098,-0.8902721405029297,1.0762081146240234,2.3125,57.78833501972258,33923325
dataset_1_keyframe_1,000030,30,000029,000031,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,30,256,320,0.8763671875,71792,1.1133761405944824,50.73127925117005,1.764820592823713,-0.9517111778259277,1.1133761405944824,2.40625,57.6176808681339,33923325
dataset_1_keyframe_1,000031,31,000030,000032,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,31,256,320,0.87254638671875,71479,1.0996923446655273,49.82022691979463,1.7263811748905271,-0.9237123131752014,1.0996923446655273,2.375,57.59659013710916,33923325
dataset_1_keyframe_1,000032,32,000031,000033,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,32,256,320,0.8704345703125,71306,1.0418403148651123,47.05634869435952,1.309847698650885,-0.8573476672172546,1.0418403148651123,2.25,57.14415502734482,33923325
dataset_1_keyframe_1,000033,33,000032,000034,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,33,256,320,0.8669921875,71024,1.0342718362808228,46.083014192385676,1.0250056318990763,-0.8535433411598206,1.0342718362808228,2.25,56.98473681695759,33923325
dataset_1_keyframe_1,000034,34,000033,000035,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,34,256,320,0.86507568359375,70867,1.013292908668518,43.650782451634754,1.5211593548478135,-0.7886838316917419,1.013292908668518,2.3125,56.87584402039647,33923325
dataset_1_keyframe_1,000035,35,000034,000036,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,35,256,320,0.86160888671875,70583,0.9556776285171509,40.26890327699304,1.2878455152090447,-0.7581380009651184,0.9556776285171509,2.1875,57.00628901831806,33923325
dataset_1_keyframe_1,000036,36,000035,000037,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,36,256,320,0.85875244140625,70349,0.9181478023529053,37.869763607158596,0.88274175894469,-0.70063316822052,0.9181478023529053,2.09375,57.08669894374907,33923325
dataset_1_keyframe_1,000037,37,000036,000038,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,37,256,320,0.854931640625,70036,0.915681779384613,37.582100633959676,0.8367125478325432,-0.6980213522911072,0.915681779384613,2.0625,57.53444693982601,33923325
dataset_1_keyframe_1,000038,38,000037,000039,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,38,256,320,0.8522705078125,69818,0.9619152545928955,41.4448995960927,0.902346099859635,-0.7541420459747314,0.9619152545928955,2.125,57.50183807685971,33923325
dataset_1_keyframe_1,000039,39,000038,000040,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,39,256,320,0.84908447265625,69557,0.9664753079414368,40.71049642739049,1.042310622942335,-0.7450427412986755,0.9664753079414368,2.1875,57.43665108457208,33923325
dataset_1_keyframe_1,000040,40,000039,000041,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,40,256,320,0.84661865234375,69355,0.94797283411026,39.38288515608103,1.1232066902169995,-0.7363343238830566,0.94797283411026,2.125,57.428337866440415,33923325
dataset_1_keyframe_1,000041,41,000040,000042,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,41,256,320,0.8451416015625,69234,0.9157007336616516,38.21821648323078,0.7525204379351186,-0.7075353264808655,0.9157007336616516,2.0625,57.356721023097634,33923325
dataset_1_keyframe_1,000042,42,000041,000043,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,42,256,320,0.84312744140625,69069,0.8948795795440674,37.39159391333304,0.7354963876703007,-0.6850966215133667,0.8948795795440674,2.0625,57.39992600865662,33923325
dataset_1_keyframe_1,000043,43,000042,000044,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,43,256,320,0.83824462890625,68669,0.8264596462249756,31.52514234953181,0.43396583611236517,-0.6118021607398987,0.8264596462249756,1.875,57.52558307722211,33923325
dataset_1_keyframe_1,000044,44,000043,000045,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,44,256,320,0.83541259765625,68437,0.8900206685066223,36.66145506085889,0.4836565016000117,-0.6628016233444214,0.8900206685066223,1.9375,57.630879804492,33923325
dataset_1_keyframe_1,000045,45,000044,000046,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,45,256,320,0.8326904296875,68214,0.9386709332466125,39.90822998211511,0.5966517137244554,-0.6922204494476318,0.9386709332466125,2.0625,57.602719170972705,33923325
dataset_1_keyframe_1,000046,46,000045,000047,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,46,256,320,0.83060302734375,68043,0.9307143092155457,39.21637787869435,0.71719353937951,-0.6880828142166138,0.9307143092155457,2.0625,57.49611998908222,33923325
dataset_1_keyframe_1,000047,47,000046,000048,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,47,256,320,0.82799072265625,67829,0.8622588515281677,33.46208848722523,0.5558094620295154,-0.5925401449203491,0.8622588515281677,2.0,57.57830198854208,33923325
dataset_1_keyframe_1,000048,48,000047,000049,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,48,256,320,0.82945556640625,67949,0.6599342823028564,19.05841145565056,0.27667809680790006,-0.31434330344200134,0.6599342823028564,1.625,57.11913690902293,33923325
dataset_1_keyframe_1,000049,49,000048,000050,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,49,256,320,0.83070068359375,68051,0.6072027087211609,15.504548059543577,0.29242773802001437,-0.23728802800178528,0.6072027087211609,1.5,57.21326800994575,33923325
dataset_1_keyframe_1,000050,50,000049,000051,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,50,256,320,0.83135986328125,68105,0.6424129009246826,17.997210190147566,0.3641436017913516,-0.2522836923599243,0.6424129009246826,1.5625,57.19165503978729,33923325
dataset_1_keyframe_1,000051,51,000050,000052,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,51,256,320,0.83162841796875,68127,0.6636552810668945,18.79284277892759,0.49760007045664717,-0.3495672643184662,0.6636552810668945,1.625,57.07316822372377,33923325
dataset_1_keyframe_1,000052,52,000051,000053,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,52,256,320,0.82747802734375,67787,0.8197852373123169,28.971631728797558,0.7921872925487189,-0.610646665096283,0.8197852373123169,1.875,57.38636595197022,33923325
dataset_1_keyframe_1,000053,53,000052,000054,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,53,256,320,0.82275390625,67400,0.939071774482727,38.997032640949556,1.0786350148367951,-0.7835394740104675,0.939071774482727,2.0625,56.994360871613026,33923325
dataset_1_keyframe_1,000054,54,000053,000055,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,54,256,320,0.8197509765625,67154,0.9969603419303894,43.90058671114156,0.9902611906960122,-0.8453387022018433,0.9969603419303894,2.125,57.22509603947401,33923325
dataset_1_keyframe_1,000055,55,000054,000056,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,55,256,320,0.8158935546875,66838,0.8703025579452515,34.1302851671205,0.7869774679074779,-0.686467170715332,0.8703025579452515,2.0,57.358895195648074,33923325
dataset_1_keyframe_1,000056,56,000055,000057,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,56,256,320,0.81357421875,66648,0.7822041511535645,27.124594886568236,0.39911175129036136,-0.5252243876457214,0.7822041511535645,1.8125,57.25361802615225,33923325
dataset_1_keyframe_1,000057,57,000056,000058,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,57,256,320,0.81280517578125,66585,0.779891312122345,26.702710820755428,0.3799654576856649,-0.5060420632362366,0.779891312122345,1.8125,57.13335797190666,33923325
dataset_1_keyframe_1,000058,58,000057,000059,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,58,256,320,0.8086669921875,66246,0.8381175994873047,31.475107931044892,0.7819340035624792,-0.5869741439819336,0.8381175994873047,1.9375,57.06963315606117,33923325
dataset_1_keyframe_1,000059,59,000058,000060,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,59,256,320,0.805859375,66016,0.8533754944801331,32.988972370334466,0.7937469704314106,-0.5898001790046692,0.8533754944801331,1.90625,57.2647750377655,33923325
dataset_1_keyframe_1,000060,60,000059,000061,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,60,256,320,0.8037109375,65840,0.7669155597686768,27.846294046172538,0.29161603888213855,-0.4614809453487396,0.7669155597686768,1.75,56.74872500821948,33923325
dataset_1_keyframe_1,000061,61,000060,000062,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,61,256,320,0.8028564453125,65770,0.7037208080291748,22.30196138056865,0.17333130606659572,-0.386945515871048,0.7037208080291748,1.625,56.7833969835192,33923325
dataset_1_keyframe_1,000062,62,000061,000063,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,62,256,320,0.80294189453125,65777,0.6840665340423584,21.743162503610687,0.11858248323882209,-0.405902236700058,0.6840665340423584,1.5625,56.96314503438771,33923325
dataset_1_keyframe_1,000063,63,000062,000064,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,63,256,320,0.80062255859375,65587,0.751395583152771,27.302666686995895,0.22565447420982818,-0.5160974264144897,0.751395583152771,1.75,56.99163698591292,33923325
dataset_1_keyframe_1,000064,64,000063,000065,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,64,256,320,0.79755859375,65336,0.7088712453842163,23.057732337455615,0.11938288233133343,-0.45065125823020935,0.7088712453842163,1.5625,56.86107184737921,33923325
dataset_1_keyframe_1,000065,65,000064,000066,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,65,256,320,0.79334716796875,64991,0.7444444298744202,26.497515040544073,0.11847794309981381,-0.5160204768180847,0.7444444298744202,1.625,56.833512149751186,33923325
dataset_1_keyframe_1,000066,66,000065,000067,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,66,256,320,0.7912841796875,64822,0.7121251225471497,23.78359199037364,0.07559162012896856,-0.48889458179473877,0.7121251225471497,1.5625,56.930606020614505,33923325
dataset_1_keyframe_1,000067,67,000066,000068,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,67,256,320,0.786669921875,64444,0.7967144846916199,31.194525479486064,0.10086276457079014,-0.6326883435249329,0.7967144846916199,1.6875,57.05312802456319,33923325
dataset_1_keyframe_1,000068,68,000067,000069,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,68,256,320,0.782080078125,64068,0.8262754082679749,33.68452269463695,0.09833302116501218,-0.652660071849823,0.8262754082679749,1.75,57.054551085457206,33923325
dataset_1_keyframe_1,000069,69,000068,000070,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,69,256,320,0.77777099609375,63715,0.7835306525230408,30.23306913599623,0.13654555442203564,-0.5712965130805969,0.7835306525230408,1.75,57.06635792739689,33923325
dataset_1_keyframe_1,000070,70,000069,000071,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,70,256,320,0.7759765625,63568,0.7658747434616089,28.950100679587216,0.14158066951925496,-0.5289709568023682,0.7658747434616089,1.6875,57.00652999803424,33923325
dataset_1_keyframe_1,000071,71,000070,000072,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,71,256,320,0.77467041015625,63461,0.7779083847999573,29.299884968720946,0.19066828445817116,-0.5309338569641113,0.7779083847999573,1.75,57.254089042544365,33923325
dataset_1_keyframe_1,000072,72,000071,000073,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,72,256,320,0.77310791015625,63333,0.7541437745094299,27.75330396475771,0.14526392244169706,-0.5018029808998108,0.7541437745094299,1.6875,57.105527026578784,33923325
dataset_1_keyframe_1,000073,73,000072,000074,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,73,256,320,0.7711669921875,63174,0.6944698095321655,22.829011935289834,0.10605628897964352,-0.4288947880268097,0.6944698095321655,1.59375,57.16432398185134,33923325
dataset_1_keyframe_1,000074,74,000073,000075,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,74,256,320,0.77069091796875,63135,0.674155592918396,20.910746812386158,0.12671259998416093,-0.36158230900764465,0.674155592918396,1.5625,57.15451017022133,33923325
dataset_1_keyframe_1,000075,75,000074,000076,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,75,256,320,0.76981201171875,63063,0.6874494552612305,21.88287902573617,0.11734297448583163,-0.3691041171550751,0.6874494552612305,1.5625,57.29188513942063,33923325
dataset_1_keyframe_1,000076,76,000075,000077,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,76,256,320,0.76917724609375,63011,0.706468939781189,23.292758407262223,0.12061386107187634,-0.3850061893463135,0.706468939781189,1.6875,57.209962978959084,33923325
dataset_1_keyframe_1,000077,77,000076,000078,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,77,256,320,0.76826171875,62936,0.7022615075111389,23.372950298716155,0.10010169060633024,-0.38569092750549316,0.7022615075111389,1.625,57.51050100661814,33923325
dataset_1_keyframe_1,000078,78,000077,000079,/dtu/p1/leopam/ARGOS/results/03_temporal_refinement/evaluation/s2m2_gt_refiner_targets_full/targets/dataset_1_keyframe_1.npz,78,256,320,0.76630859375,62776,0.7375081777572632,25.767809353893206,0.11628647890913725,-0.48816126585006714,0.7375081777572632,1.6875,57.26326210424304,33923325
