backbone,sequence,mean_update_magnitude
CREStereo,dataset_7_keyframe_1,0.03253531634766956
CREStereo,dataset_7_keyframe_1,0.03153350774616829
CREStereo,dataset_7_keyframe_1,0.024790067410250322
CREStereo,dataset_7_keyframe_1,0.02670204875575332
CREStereo,dataset_7_keyframe_1,0.030056051571419422
CREStereo,dataset_7_keyframe_1,0.03122686803693602
CREStereo,dataset_7_keyframe_1,0.02055335021913912
CREStereo,dataset_7_keyframe_1,0.021061934505600528
CREStereo,dataset_7_keyframe_1,0.023928711127823108
CREStereo,dataset_7_keyframe_1,0.023191860876074125
CREStereo,dataset_7_keyframe_1,0.020318357860995638
CREStereo,dataset_7_keyframe_1,0.027369813540938183
CREStereo,dataset_7_keyframe_1,0.025422132623378682
CREStereo,dataset_7_keyframe_1,0.032037971574028226
CREStereo,dataset_7_keyframe_1,0.02406898584045182
CREStereo,dataset_7_keyframe_1,0.026576506196179902
CREStereo,dataset_7_keyframe_1,0.045605896877077265
CREStereo,dataset_7_keyframe_1,0.028792245047433034
CREStereo,dataset_7_keyframe_1,0.02663498870597398
CREStereo,dataset_7_keyframe_1,0.02526362690851309
CREStereo,dataset_7_keyframe_1,0.021363511882977117
CREStereo,dataset_7_keyframe_1,0.024324655790030635
CREStereo,dataset_7_keyframe_1,0.03541589538907744
CREStereo,dataset_7_keyframe_1,0.03353101013407671
CREStereo,dataset_7_keyframe_1,0.02886289747689348
CREStereo,dataset_7_keyframe_1,0.02690002717167498
CREStereo,dataset_7_keyframe_1,0.028736157651998624
CREStereo,dataset_7_keyframe_1,0.025400602986678747
CREStereo,dataset_7_keyframe_1,0.025126357810525902
CREStereo,dataset_7_keyframe_1,0.02042279398475846
CREStereo,dataset_7_keyframe_1,0.019521512615296655
CREStereo,dataset_7_keyframe_1,0.02349638628234761
CREStereo,dataset_7_keyframe_1,0.018846988677978516
CREStereo,dataset_7_keyframe_1,0.01280113404087782
CREStereo,dataset_7_keyframe_1,0.017103670354475055
CREStereo,dataset_7_keyframe_1,0.021191161289242064
CREStereo,dataset_7_keyframe_1,0.013681055007135482
CREStereo,dataset_7_keyframe_1,0.012008404871176558
CREStereo,dataset_7_keyframe_1,0.011010307850657803
CREStereo,dataset_7_keyframe_1,0.0056583592385956736
CREStereo,dataset_7_keyframe_1,0.006143749234028196
CREStereo,dataset_7_keyframe_1,0.002814009293604033
CREStereo,dataset_7_keyframe_1,0.002714465573890922
CREStereo,dataset_7_keyframe_1,0.007553329434845537
CREStereo,dataset_7_keyframe_1,0.0027707899945990048
CREStereo,dataset_7_keyframe_1,0.013209183787898295
CREStereo,dataset_7_keyframe_1,0.009727659162066714
CREStereo,dataset_7_keyframe_1,0.005712944222247507
CREStereo,dataset_7_keyframe_1,0.004876618199596878
CREStereo,dataset_7_keyframe_1,0.0016229599791687803
CREStereo,dataset_7_keyframe_1,0.0010497633899961198
CREStereo,dataset_7_keyframe_1,0.012920255924575555
CREStereo,dataset_7_keyframe_1,0.011960554295900799
CREStereo,dataset_7_keyframe_1,0.014023028309322247
CREStereo,dataset_7_keyframe_1,0.004469818539089627
CREStereo,dataset_7_keyframe_1,0.005173216171536157
CREStereo,dataset_7_keyframe_1,0.010240056992999482
CREStereo,dataset_7_keyframe_1,0.012751467743812249
CREStereo,dataset_7_keyframe_1,0.003872043694511901
CREStereo,dataset_7_keyframe_1,0.001417358442284595
CREStereo,dataset_7_keyframe_1,0.000565003726634262
CREStereo,dataset_7_keyframe_1,0.0004559237257878583
CREStereo,dataset_7_keyframe_1,0.0005273257984834559
CREStereo,dataset_7_keyframe_1,0.007931401994493272
CREStereo,dataset_7_keyframe_1,0.004562977582932998
CREStereo,dataset_7_keyframe_1,0.014637644305550979
CREStereo,dataset_7_keyframe_1,0.017285903941958503
CREStereo,dataset_7_keyframe_1,0.013420530112392932
CREStereo,dataset_7_keyframe_1,0.01947276376827069
CREStereo,dataset_7_keyframe_1,0.0167945856214795
CREStereo,dataset_7_keyframe_1,0.0146410869251598
CREStereo,dataset_7_keyframe_1,0.02086700575388885
CREStereo,dataset_7_keyframe_1,0.024682065214479413
CREStereo,dataset_7_keyframe_1,0.03228792560477696
CREStereo,dataset_7_keyframe_1,0.029227926888271936
CREStereo,dataset_7_keyframe_1,0.03352750428452651
CREStereo,dataset_7_keyframe_1,0.02332319532121931
CREStereo,dataset_7_keyframe_1,0.018669914990402433
CREStereo,dataset_7_keyframe_1,0.005318199123720088
CREStereo,dataset_7_keyframe_1,0.04314450350674716
CREStereo,dataset_7_keyframe_1,0.049580720113888685
CREStereo,dataset_7_keyframe_1,0.02373765390130538
CREStereo,dataset_7_keyframe_1,0.037283382221364486
CREStereo,dataset_7_keyframe_1,0.0356586527888321
CREStereo,dataset_7_keyframe_1,0.024963052757890708
CREStereo,dataset_7_keyframe_1,0.03222014804012352
CREStereo,dataset_7_keyframe_1,0.035032573078489226
CREStereo,dataset_7_keyframe_1,0.025497835446027368
CREStereo,dataset_7_keyframe_1,0.02062855156100526
CREStereo,dataset_7_keyframe_1,0.006844422649003003
CREStereo,dataset_7_keyframe_1,0.022739086475048388
CREStereo,dataset_7_keyframe_1,0.006498699235797226
CREStereo,dataset_7_keyframe_1,0.007703150873598845
CREStereo,dataset_7_keyframe_1,0.006963388954349238
CREStereo,dataset_7_keyframe_1,0.011605324646716273
CREStereo,dataset_7_keyframe_1,0.024598711118923398
CREStereo,dataset_7_keyframe_1,0.028027776571420523
CREStereo,dataset_7_keyframe_1,0.03543686196598455
CREStereo,dataset_7_keyframe_1,0.033912892244300066
CREStereo,dataset_7_keyframe_1,0.019447642147879068
CREStereo,dataset_7_keyframe_1,0.006587593317911634
CREStereo,dataset_7_keyframe_1,0.020173555344370552
CREStereo,dataset_7_keyframe_1,0.010296937593621243
CREStereo,dataset_7_keyframe_1,0.004578326629484188
CREStereo,dataset_7_keyframe_1,0.009754453136484357
CREStereo,dataset_7_keyframe_1,0.01459147270128838
CREStereo,dataset_7_keyframe_1,0.026667512363272257
CREStereo,dataset_7_keyframe_1,0.02405522376703461
CREStereo,dataset_7_keyframe_1,0.016485396942712414
CREStereo,dataset_7_keyframe_1,0.03931904641938622
CREStereo,dataset_7_keyframe_1,0.02621538000278834
CREStereo,dataset_7_keyframe_1,0.027420602589782222
CREStereo,dataset_7_keyframe_1,0.028950094078234696
CREStereo,dataset_7_keyframe_1,0.024262478297091234
CREStereo,dataset_7_keyframe_1,0.008015150673761037
CREStereo,dataset_7_keyframe_1,0.023597232198220224
CREStereo,dataset_7_keyframe_1,0.013558560547512997
CREStereo,dataset_7_keyframe_1,0.026726622038450422
CREStereo,dataset_7_keyframe_1,0.008510749920631663
CREStereo,dataset_7_keyframe_1,0.007151638961954986
CREStereo,dataset_7_keyframe_1,0.010549889724963684
CREStereo,dataset_7_keyframe_1,0.011610926908973399
CREStereo,dataset_7_keyframe_1,0.020959896926537477
CREStereo,dataset_7_keyframe_1,0.03059454209170464
CREStereo,dataset_7_keyframe_1,0.03820989836302636
CREStereo,dataset_7_keyframe_1,0.030264975641557067
CREStereo,dataset_7_keyframe_1,0.025271896071491516
CREStereo,dataset_7_keyframe_1,0.03875030850631726
CREStereo,dataset_7_keyframe_1,0.044474412376929034
CREStereo,dataset_7_keyframe_1,0.028251686981933786
CREStereo,dataset_7_keyframe_1,0.010084719770594837
CREStereo,dataset_7_keyframe_1,0.0237468681423278
CREStereo,dataset_7_keyframe_1,0.014572830575458759
CREStereo,dataset_7_keyframe_1,0.02438536185121839
CREStereo,dataset_7_keyframe_1,0.014871707423814476
CREStereo,dataset_7_keyframe_1,0.031182383826994207
CREStereo,dataset_7_keyframe_1,0.02693907284567542
CREStereo,dataset_7_keyframe_1,0.04333173097485173
CREStereo,dataset_7_keyframe_1,0.05668851218384377
CREStereo,dataset_7_keyframe_1,0.05775798330528638
CREStereo,dataset_7_keyframe_1,0.040542982852430846
CREStereo,dataset_7_keyframe_1,0.046970716573424255
CREStereo,dataset_7_keyframe_1,0.04650379772464583
CREStereo,dataset_7_keyframe_1,0.019431952502208662
CREStereo,dataset_7_keyframe_1,0.02000214082738285
CREStereo,dataset_7_keyframe_1,0.027914139938231716
CREStereo,dataset_7_keyframe_1,0.02362343036767208
CREStereo,dataset_7_keyframe_1,0.023295925831083808
CREStereo,dataset_7_keyframe_1,0.021729775483437592
CREStereo,dataset_7_keyframe_1,0.016004276219962008
CREStereo,dataset_7_keyframe_1,0.008846117289672783
CREStereo,dataset_7_keyframe_1,0.007790422624089298
CREStereo,dataset_7_keyframe_1,0.010631154735958315
CREStereo,dataset_7_keyframe_1,0.008260636636999783
CREStereo,dataset_7_keyframe_1,0.01403656279594699
CREStereo,dataset_7_keyframe_1,0.01336125736742948
CREStereo,dataset_7_keyframe_1,0.016894727255356144
CREStereo,dataset_7_keyframe_1,0.012063871704249168
CREStereo,dataset_7_keyframe_1,0.010314525881565608
CREStereo,dataset_7_keyframe_1,0.0093173828125
CREStereo,dataset_7_keyframe_1,0.012577388746321468
CREStereo,dataset_7_keyframe_1,0.010153415746856154
CREStereo,dataset_7_keyframe_1,0.013642264785405952
CREStereo,dataset_7_keyframe_1,0.00852154688026143
CREStereo,dataset_7_keyframe_1,0.009450324548731848
CREStereo,dataset_7_keyframe_1,0.010104494038556032
CREStereo,dataset_7_keyframe_1,0.008182544026234966
CREStereo,dataset_7_keyframe_1,0.010421619172427843
CREStereo,dataset_7_keyframe_1,0.015986751821316154
CREStereo,dataset_7_keyframe_1,0.01789310221476589
CREStereo,dataset_7_keyframe_1,0.019766420892973705
CREStereo,dataset_7_keyframe_1,0.021282747476407796
CREStereo,dataset_7_keyframe_1,0.03656040809371255
CREStereo,dataset_7_keyframe_1,0.02299487389019322
CREStereo,dataset_7_keyframe_1,0.023521645605402586
CREStereo,dataset_7_keyframe_1,0.02329632568359375
CREStereo,dataset_7_keyframe_1,0.023405167249941915
CREStereo,dataset_7_keyframe_1,0.020851056701581605
CREStereo,dataset_7_keyframe_1,0.021517832745429254
CREStereo,dataset_7_keyframe_1,0.02085064171465762
CREStereo,dataset_7_keyframe_1,0.017198347784985617
CREStereo,dataset_7_keyframe_1,0.030077936910150233
CREStereo,dataset_7_keyframe_1,0.029400687252860106
CREStereo,dataset_7_keyframe_1,0.013061874883068706
CREStereo,dataset_7_keyframe_1,0.017646069989918134
CREStereo,dataset_7_keyframe_1,0.031749909796158875
CREStereo,dataset_7_keyframe_1,0.01460304987762047
CREStereo,dataset_7_keyframe_1,0.02268614547722916
CREStereo,dataset_7_keyframe_1,0.03297501617210781
CREStereo,dataset_7_keyframe_1,0.036687332103205766
CREStereo,dataset_7_keyframe_1,0.02894334125251663
CREStereo,dataset_7_keyframe_1,0.029214187968619375
CREStereo,dataset_7_keyframe_1,0.03266810705404403
CREStereo,dataset_7_keyframe_1,0.03240657505523345
CREStereo,dataset_7_keyframe_1,0.02888447267276831
CREStereo,dataset_7_keyframe_1,0.04290937794934983
CREStereo,dataset_7_keyframe_1,0.04195789945740454
CREStereo,dataset_7_keyframe_1,0.030300394961286455
CREStereo,dataset_7_keyframe_1,0.027920733375182954
CREStereo,dataset_7_keyframe_1,0.034382742080265656
CREStereo,dataset_7_keyframe_1,0.0365429544836525
CREStereo,dataset_7_keyframe_1,0.019513634596957135
CREStereo,dataset_7_keyframe_1,0.02098577889284356
CREStereo,dataset_7_keyframe_1,0.03492553420257473
CREStereo,dataset_7_keyframe_1,0.027282373929421757
CREStereo,dataset_7_keyframe_1,0.012722116952803649
CREStereo,dataset_7_keyframe_1,0.015848300601011955
CREStereo,dataset_7_keyframe_1,0.019604371970218214
CREStereo,dataset_7_keyframe_1,0.01481669929289115
CREStereo,dataset_7_keyframe_1,0.0161885265736853
CREStereo,dataset_7_keyframe_1,0.013652286039627667
CREStereo,dataset_7_keyframe_1,0.01313787497383668
CREStereo,dataset_7_keyframe_1,0.0186435042013539
CREStereo,dataset_7_keyframe_1,0.012590468153619182
CREStereo,dataset_7_keyframe_1,0.01095690280680251
CREStereo,dataset_7_keyframe_1,0.012492744606112795
CREStereo,dataset_7_keyframe_1,0.019839166655370506
CREStereo,dataset_7_keyframe_1,0.022967768298603967
CREStereo,dataset_7_keyframe_1,0.012346757015228728
CREStereo,dataset_7_keyframe_1,0.00904410896356475
CREStereo,dataset_7_keyframe_1,0.01102774510419686
CREStereo,dataset_7_keyframe_1,0.01435404174055039
CREStereo,dataset_7_keyframe_1,0.013485355772352868
CREStereo,dataset_7_keyframe_1,0.008742313547107384
CREStereo,dataset_7_keyframe_1,0.016876588628351466
CREStereo,dataset_7_keyframe_1,0.015558595703919815
CREStereo,dataset_7_keyframe_1,0.016496789244727444
CREStereo,dataset_7_keyframe_1,0.01853322048852271
CREStereo,dataset_7_keyframe_1,0.009781723108766306
CREStereo,dataset_7_keyframe_1,0.023637624387708615
CREStereo,dataset_7_keyframe_1,0.019341450240057633
CREStereo,dataset_7_keyframe_1,0.02882629632949829
CREStereo,dataset_7_keyframe_1,0.02949011374436358
CREStereo,dataset_7_keyframe_1,0.03543182573967287
CREStereo,dataset_7_keyframe_1,0.025670878978556456
CREStereo,dataset_7_keyframe_1,0.017740026988270912
CREStereo,dataset_7_keyframe_1,0.019956454157916362
CREStereo,dataset_7_keyframe_1,0.03111256801009143
CREStereo,dataset_7_keyframe_1,0.06397572917142923
CREStereo,dataset_7_keyframe_1,0.046348997795437566
CREStereo,dataset_7_keyframe_1,0.052516944509196285
CREStereo,dataset_7_keyframe_1,0.039840926653764305
CREStereo,dataset_7_keyframe_1,0.03077211039507414
CREStereo,dataset_7_keyframe_1,0.020888881449750766
CREStereo,dataset_7_keyframe_1,0.015339530748733704
CREStereo,dataset_7_keyframe_1,0.013882644071474676
CREStereo,dataset_7_keyframe_1,0.015277163908972345
CREStereo,dataset_7_keyframe_1,0.016203768538316555
CREStereo,dataset_7_keyframe_1,0.019618224872034646
CREStereo,dataset_7_keyframe_1,0.021896073219096507
CREStereo,dataset_7_keyframe_1,0.019746883510662852
CREStereo,dataset_7_keyframe_1,0.016748788892077742
CREStereo,dataset_7_keyframe_1,0.01400544268955884
CREStereo,dataset_7_keyframe_1,0.025277376174926758
CREStereo,dataset_7_keyframe_1,0.017715653009960527
CREStereo,dataset_7_keyframe_1,0.02838039369179842
CREStereo,dataset_7_keyframe_1,0.013264890808444344
CREStereo,dataset_7_keyframe_1,0.02611573457117345
CREStereo,dataset_7_keyframe_1,0.02040073254402412
CREStereo,dataset_7_keyframe_1,0.013605377592428495
CREStereo,dataset_7_keyframe_1,0.010328712197325627
CREStereo,dataset_7_keyframe_1,0.010990685223534845
CREStereo,dataset_7_keyframe_1,0.005303754842067241
CREStereo,dataset_7_keyframe_1,0.005689814566086844
CREStereo,dataset_7_keyframe_1,0.0053734351061061475
CREStereo,dataset_7_keyframe_1,0.006548132876582681
CREStereo,dataset_7_keyframe_1,0.0041147611662290615
CREStereo,dataset_7_keyframe_1,0.0047161290988945535
CREStereo,dataset_7_keyframe_1,0.006405609837684469
CREStereo,dataset_7_keyframe_1,0.005426798920801981
CREStereo,dataset_7_keyframe_1,0.0028464082665901787
CREStereo,dataset_7_keyframe_1,0.004112155184704799
CREStereo,dataset_7_keyframe_1,0.0049162634796815355
CREStereo,dataset_7_keyframe_1,0.005381425534814409
CREStereo,dataset_7_keyframe_1,0.011663709660644969
CREStereo,dataset_7_keyframe_1,0.015114764471919815
CREStereo,dataset_7_keyframe_1,0.010741501438374422
CREStereo,dataset_7_keyframe_1,0.01644666973924148
CREStereo,dataset_7_keyframe_1,0.015162829320315282
CREStereo,dataset_7_keyframe_1,0.006308531709970025
CREStereo,dataset_7_keyframe_1,0.01876194879280064
CREStereo,dataset_7_keyframe_1,0.009727782867521136
CREStereo,dataset_7_keyframe_1,0.004844891479029966
CREStereo,dataset_7_keyframe_1,0.021499561735209317
CREStereo,dataset_7_keyframe_1,0.004693252836552042
CREStereo,dataset_7_keyframe_1,0.012721423147902358
CREStereo,dataset_7_keyframe_1,0.014896982752126222
CREStereo,dataset_7_keyframe_1,0.005091400727824306
CREStereo,dataset_7_keyframe_1,0.010647083688404913
CREStereo,dataset_7_keyframe_1,0.0075535529433862075
CREStereo,dataset_7_keyframe_1,0.006947678172966245
CREStereo,dataset_7_keyframe_1,0.019015322933248157
CREStereo,dataset_7_keyframe_1,0.015946680377733755
CREStereo,dataset_7_keyframe_1,0.011043466561942357
CREStereo,dataset_7_keyframe_1,0.009271095387818052
CREStereo,dataset_7_keyframe_1,0.01748690140837199
CREStereo,dataset_7_keyframe_1,0.012466637484998587
CREStereo,dataset_7_keyframe_1,0.008212291640633558
CREStereo,dataset_7_keyframe_1,0.009620257549239416
CREStereo,dataset_7_keyframe_1,0.009529790762598842
CREStereo,dataset_7_keyframe_1,0.004110779611966087
CREStereo,dataset_7_keyframe_1,0.00983775710477766
CREStereo,dataset_7_keyframe_1,0.013501472603338976
CREStereo,dataset_7_keyframe_1,0.013056645158087412
CREStereo,dataset_7_keyframe_1,0.007567892932112275
CREStereo,dataset_7_keyframe_1,0.007388373737784748
CREStereo,dataset_7_keyframe_1,0.012187838735337563
CREStereo,dataset_7_keyframe_1,0.016204588040159083
CREStereo,dataset_7_keyframe_1,0.013752456496799825
CREStereo,dataset_7_keyframe_1,0.007155889934084866
CREStereo,dataset_7_keyframe_1,0.010873248783921673
CREStereo,dataset_7_keyframe_1,0.008808905640459266
CREStereo,dataset_7_keyframe_1,0.012639894740866494
CREStereo,dataset_7_keyframe_1,0.012259672429361386
CREStereo,dataset_7_keyframe_1,0.012748472397509604
CREStereo,dataset_7_keyframe_1,0.01555771517897323
CREStereo,dataset_7_keyframe_1,0.027594964269744986
CREStereo,dataset_7_keyframe_1,0.026436655352531827
CREStereo,dataset_7_keyframe_1,0.02296941459561735
CREStereo,dataset_7_keyframe_1,0.017363174064759478
CREStereo,dataset_7_keyframe_1,0.029924236448471156
CREStereo,dataset_7_keyframe_1,0.02808517396723942
CREStereo,dataset_7_keyframe_1,0.023183746337890623
CREStereo,dataset_7_keyframe_1,0.02428923207444577
CREStereo,dataset_7_keyframe_1,0.038189216200354065
CREStereo,dataset_7_keyframe_1,0.022803983469119018
CREStereo,dataset_7_keyframe_1,0.02082833689193916
CREStereo,dataset_7_keyframe_1,0.01760482246417884
CREStereo,dataset_7_keyframe_1,0.0138783757296227
CREStereo,dataset_7_keyframe_1,0.016275719942453633
CREStereo,dataset_7_keyframe_1,0.016478307199366195
CREStereo,dataset_7_keyframe_1,0.012918292013941733
CREStereo,dataset_7_keyframe_1,0.013063724092133135
CREStereo,dataset_7_keyframe_1,0.022011976549925472
CREStereo,dataset_7_keyframe_1,0.02839394786211141
CREStereo,dataset_7_keyframe_1,0.024824649711083155
CREStereo,dataset_7_keyframe_1,0.017898833035214237
CREStereo,dataset_7_keyframe_1,0.02453268445216439
CREStereo,dataset_7_keyframe_1,0.024085105589300406
CREStereo,dataset_7_keyframe_1,0.016030999921293025
CREStereo,dataset_7_keyframe_1,0.033023205252735215
CREStereo,dataset_7_keyframe_1,0.024293479644994943
CREStereo,dataset_7_keyframe_1,0.032059303119028215
CREStereo,dataset_7_keyframe_1,0.01968155291026503
CREStereo,dataset_7_keyframe_1,0.02325378054533139
CREStereo,dataset_7_keyframe_1,0.02367554265802557
CREStereo,dataset_7_keyframe_1,0.02788724869285582
